0626-QXNGV,FEMALE,0,yes,No,72,Two year,Credit card (automatic),No,24.15,1776,No,Low/Medium,25+ months
0640-YJTPY,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,21.00,1493,No,Low/Medium,25+ months
0665-XHDJU,MALE,0,yes,No,72,Two year,Electronic check,Fiber optic,99.40,7285,No,Low/Medium,25+ months
0675-NCDYU,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,116.40,8543,No,Low/Medium,25+ months
0739-UUAJR,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,53.80,3952,No,Low/Medium,25+ months
0742-LAFQK,MALE,0,yes,No,72,Two year,Electronic check,Fiber optic,99.15,7422,No,Low/Medium,25+ months
0744-BIKKF,MALE,0,No,No,72,Two year,Bank transfer (automatic),DSL,86.65,6224,No,Low/Medium,25+ months
0769-MURVM,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,65.70,4575,No,Low/Medium,25+ months
0784-ZQJZX,MALE,0,No,Yes,72,Two year,Credit card (automatic),No,19.90,1529,No,Low/Medium,25+ months
0794-YVSGE,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,20.30,1401,No,Low/Medium,25+ months
0795-XCCTE,MALE,1,No,No,72,Two year,Bank transfer (automatic),No,25.40,1809,No,Low/Medium,25+ months
0853-TWRVK,MALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,105.60,7581,No,Low/Medium,25+ months
0906-QVPMS,MALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,115.15,8349,No,Low/Medium,25+ months
0917-EZOLA,MALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,104.15,7689,Yes,Low/Medium,25+ months
0973-KYVNF,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,70.65,5011,No,Low/Medium,25+ months
0988-AADSA,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,80.85,5824,No,Low/Medium,25+ months
1027-LKKQQ,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,80.45,5886,No,Low/Medium,25+ months
1053-MXTTK,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,108.65,7726,No,Low/Medium,25+ months
1090-ESELR,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,105.50,7611,No,Low/Medium,25+ months
1162-ECVII,MALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,109.75,7932,No,Low/Medium,25+ months
1166-PQLGG,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,19.55,1463,No,Low/Medium,25+ months
1227-UDMZR,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,91.15,6637,No,Low/Medium,25+ months
1266-NZYUI,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,66.85,4758,No,Low/Medium,25+ months
1291-CUOCY,MALE,0,yes,No,72,Two year,Credit card (automatic),Fiber optic,110.60,7962,No,Low/Medium,25+ months
1293-BSEUN,FEMALE,0,yes,Yes,72,Two year,Mailed check,No,20.70,1482,No,Low/Medium,25+ months
1304-SEGFY,FEMALE,0,yes,No,72,Two year,Electronic check,Fiber optic,97.85,6841,No,Low/Medium,25+ months
1320-GVNHT,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,108.40,7767,No,Low/Medium,25+ months
1335-HQMKX,FEMALE,0,yes,No,72,One year,Electronic check,Fiber optic,101.35,7323,No,Low/Medium,25+ months
1352-HNSAW,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,115.60,8220,No,Low/Medium,25+ months
1452-UZOSF,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,106.10,7548,No,Low/Medium,25+ months
1480-BKXGA,MALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,116.05,8404,No,Low/Medium,25+ months
1488-PBLJN,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,116.85,8477,No,Low/Medium,25+ months
1676-MQAOA,MALE,0,No,No,72,Two year,Bank transfer (automatic),DSL,75.10,5336,No,Low/Medium,25+ months
1775-KWJKQ,MALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,89.85,6562,No,Low/Medium,25+ months
1779-PWPMG,FEMALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,114.65,8333,No,Low/Medium,25+ months
1813-JYWTO,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,80.45,5737,No,Low/Medium,25+ months
1814-WFGVS,MALE,0,yes,Yes,72,Two year,Mailed check,DSL,48.90,3527,No,Low/Medium,25+ months
1820-DJFPH,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,24.05,1709,No,Low/Medium,25+ months
1841-YSJGV,MALE,0,yes,No,72,Two year,Credit card (automatic),Fiber optic,109.95,7852,No,Low/Medium,25+ months
1926-QUZNN,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),No,25.25,1841,No,Low/Medium,25+ months
1927-QEWMY,FEMALE,0,yes,No,72,Two year,Credit card (automatic),No,20.50,1502,No,Low/Medium,25+ months
1937-OTUKY,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,98.20,7015,No,Low/Medium,25+ months
1951-IEYXM,MALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,90.60,6441,No,Low/Medium,25+ months
1971-DTCZB,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,90.95,6468,No,Low/Medium,25+ months
2040-XBAVJ,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,114.45,8100,No,Low/Medium,25+ months
2057-BOYKM,FEMALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,96.60,6827,No,Low/Medium,25+ months
2091-GPPIQ,FEMALE,0,yes,Yes,72,Two year,Electronic check,DSL,78.95,5730,No,Low/Medium,25+ months
2121-JAFOM,FEMALE,0,yes,No,72,Two year,Credit card (automatic),Fiber optic,115.55,8312,No,Low/Medium,25+ months
2167-FQSTQ,FEMALE,0,yes,No,72,Two year,Electronic check,DSL,92.40,6786,No,Low/Medium,25+ months
2190-PHBHR,FEMALE,0,yes,No,72,Two year,Credit card (automatic),Fiber optic,94.45,6921,No,Low/Medium,25+ months
2192-CKRLV,FEMALE,0,yes,No,72,Two year,Electronic check,DSL,49.20,3580,No,Low/Medium,25+ months
2193-SFWQW,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,111.95,8033,No,Low/Medium,25+ months
2226-ICFDO,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,85.90,6110,No,Low/Medium,25+ months
2234-EOFPT,MALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,79.35,5753,No,Low/Medium,25+ months
2234-XADUH,FEMALE,0,yes,Yes,72,One year,Credit card (automatic),Fiber optic,103.20,7362,No,Low/Medium,25+ months
2235-EZAIK,FEMALE,0,yes,No,72,Two year,Credit card (automatic),DSL,79.20,5401,No,Low/Medium,25+ months
2251-PYLPB,MALE,0,yes,No,72,Two year,Credit card (automatic),DSL,79.55,5810,No,Low/Medium,25+ months
2266-SJNAT,FEMALE,0,yes,No,72,One year,Credit card (automatic),Fiber optic,109.15,7789,No,Low/Medium,25+ months
2272-WUSPA,FEMALE,0,yes,No,72,Two year,Electronic check,Fiber optic,110.75,7751,No,Low/Medium,25+ months
2274-XUATA,MALE,1,yes,No,72,Two year,Bank transfer (automatic),DSL,63.10,4685,No,Low/Medium,25+ months
2302-OUZXB,MALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,82.15,5784,No,Low/Medium,25+ months
2314-TNDJQ,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,55.65,3880,No,Low/Medium,25+ months
2380-DAMQP,FEMALE,0,yes,No,72,Two year,Electronic check,Fiber optic,115.15,8349,No,Low/Medium,25+ months
2388-LAESQ,FEMALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,114.85,8317,No,Low/Medium,25+ months
2419-FSORS,MALE,0,yes,No,72,Two year,Electronic check,Fiber optic,108.40,7719,No,Low/Medium,25+ months
2429-AYKKO,MALE,0,No,No,72,Two year,Bank transfer (automatic),No,19.85,1434,No,Low/Medium,25+ months
2452-MRMZF,FEMALE,1,yes,No,72,Two year,Credit card (automatic),No,25.70,1937,No,Low/Medium,25+ months
2469-DTSGX,FEMALE,1,No,No,72,Two year,Electronic check,Fiber optic,111.65,7943,No,Low/Medium,25+ months
2499-AJYUA,FEMALE,1,yes,No,72,Two year,Credit card (automatic),Fiber optic,110.80,7882,No,Low/Medium,25+ months
2509-TFPJU,MALE,0,yes,No,72,Two year,Credit card (automatic),No,25.75,1864,No,Low/Medium,25+ months
2545-LXYVJ,MALE,0,yes,No,72,Two year,Bank transfer (automatic),No,20.70,1492,No,Low/Medium,25+ months
2560-QTSBS,FEMALE,0,yes,Yes,72,One year,Bank transfer (automatic),No,23.30,1623,No,Low/Medium,25+ months
2569-WGERO,FEMALE,0,No,No,72,Two year,Bank transfer (automatic),No,21.15,1419,No,Low/Medium,25+ months
2607-DHDAK,MALE,0,yes,Yes,72,Two year,Credit card (automatic),No,19.80,1414,No,Low/Medium,25+ months
2664-XJZNO,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,104.90,7559,No,Low/Medium,25+ months
2725-TTRIQ,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,84.20,5986,No,Low/Medium,25+ months
2824-DXNKN,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,71.45,5025,No,Low/Medium,25+ months
2848-YXSMW,MALE,0,yes,Yes,72,Two year,Credit card (automatic),No,19.40,1363,No,Low/Medium,25+ months
2878-RMWXY,MALE,1,yes,No,72,Two year,Credit card (automatic),Fiber optic,102.65,7550,No,Low/Medium,25+ months
2889-FPWRM,MALE,0,yes,No,72,One year,Bank transfer (automatic),Fiber optic,117.80,8684,Yes,Low/Medium,25+ months
2904-GGUAZ,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,84.05,6052,No,Low/Medium,25+ months
2925-VDZHY,MALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,88.70,6501,No,Low/Medium,25+ months
2984-TBYKU,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,104.90,7732,No,Low/Medium,25+ months
2990-IAJSV,MALE,0,No,No,72,Two year,Bank transfer (automatic),DSL,92.00,6632,No,Low/Medium,25+ months
3071-MVJCD,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,82.30,5815,No,Low/Medium,25+ months
3084-DOWLE,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,92.00,6474,No,Low/Medium,25+ months
3108-PCCGG,MALE,1,yes,No,72,Two year,Credit card (automatic),DSL,84.45,5899,No,Low/Medium,25+ months
3133-PZNSR,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,97.75,6991,No,Low/Medium,25+ months
3146-MSEGF,FEMALE,1,yes,Yes,72,Two year,Credit card (automatic),DSL,88.05,6425,No,Low/Medium,25+ months
3219-JQRSL,FEMALE,1,yes,No,72,Two year,Credit card (automatic),DSL,89.10,6352,No,Low/Medium,25+ months
3244-CQPHU,FEMALE,1,No,No,72,Two year,Bank transfer (automatic),Fiber optic,110.10,7746,No,Low/Medium,25+ months
3258-SYSWS,MALE,1,No,No,72,Two year,Bank transfer (automatic),Fiber optic,113.80,7845,No,Low/Medium,25+ months
3258-ZKPAI,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,116.60,8337,No,Low/Medium,25+ months
3262-EIDHV,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,84.70,5893,No,Low/Medium,25+ months
3339-EAQNV,MALE,1,yes,No,72,One year,Credit card (automatic),Fiber optic,97.25,7133,No,Low/Medium,25+ months
3398-GCPMU,FEMALE,1,yes,Yes,72,Two year,Credit card (automatic),DSL,89.55,6448,No,Low/Medium,25+ months
3511-BFTJW,MALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,38.50,2763,No,Low/Medium,25+ months
3518-FSTWG,MALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,109.55,7920,No,Low/Medium,25+ months
3520-FJGCV,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,112.60,8126,No,Low/Medium,25+ months
3544-FBCAS,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,83.60,5959,No,Low/Medium,25+ months
3569-JFODW,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,90.95,6652,No,Low/Medium,25+ months
3580-HYCSP,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,110.30,7966,No,Low/Medium,25+ months
3649-JPUGY,MALE,0,No,No,72,Two year,Bank transfer (automatic),DSL,88.60,6201,No,Low/Medium,25+ months
3704-IEAXF,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,53.65,3784,No,Low/Medium,25+ months
3786-WOVKF,FEMALE,1,yes,No,72,One year,Bank transfer (automatic),Fiber optic,106.85,7677,No,Low/Medium,25+ months
3810-DVDQQ,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,117.60,8308,No,Low/Medium,25+ months
3831-YCPUO,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,109.50,7854,No,Low/Medium,25+ months
3865-YIOTT,MALE,0,yes,Yes,72,One year,Bank transfer (automatic),Fiber optic,106.10,7848,No,Low/Medium,25+ months
3886-CERTZ,FEMALE,0,yes,No,72,One year,Electronic check,Fiber optic,109.25,8109,Yes,Low/Medium,25+ months
3892-NXAZG,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,114.05,8289,No,Low/Medium,25+ months
3910-MRQOY,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),No,19.40,1496,No,Low/Medium,25+ months
3913-FCUUW,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,70.45,5165,No,Low/Medium,25+ months
3938-YFPXD,MALE,0,No,No,72,Two year,Credit card (automatic),DSL,84.30,5997,No,Low/Medium,25+ months
3963-RYFNS,FEMALE,0,No,No,72,Two year,Bank transfer (automatic),Fiber optic,116.45,8013,No,Low/Medium,25+ months
3967-KXAPS,MALE,0,yes,No,72,Two year,Credit card (automatic),DSL,92.30,6719,No,Low/Medium,25+ months
3976-HXHCE,MALE,0,No,No,72,Two year,Bank transfer (automatic),No,19.30,1414,No,Low/Medium,25+ months
4024-CSNBY,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,94.25,6849,No,Low/Medium,25+ months
4056-QHXHZ,FEMALE,0,yes,Yes,72,Two year,Mailed check,Fiber optic,107.45,7576,No,Low/Medium,25+ months
4077-HWUYD,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,87.55,6463,No,Low/Medium,25+ months
4079-WWQQQ,MALE,0,No,No,72,Two year,Bank transfer (automatic),DSL,65.55,4807,No,Low/Medium,25+ months
4139-DETXS,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,64.45,4528,No,Low/Medium,25+ months
4193-IBKSW,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,24.75,1769,No,Low/Medium,25+ months
4231-LZUYM,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),No,25.65,1887,No,Low/Medium,25+ months
4277-BWBML,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,19.95,1322,No,Low/Medium,25+ months
4291-TPNFG,MALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,82.30,5980,No,Low/Medium,25+ months
4312-KFRXN,MALE,0,yes,No,72,Two year,Mailed check,No,25.40,1710,No,Low/Medium,25+ months
4334-HOWRP,MALE,1,yes,No,72,Two year,Credit card (automatic),DSL,64.95,4546,No,Low/Medium,25+ months
4376-KFVRS,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,114.05,8468,No,Low/Medium,25+ months
4389-UEFCZ,FEMALE,0,yes,No,72,Two year,Electronic check,Fiber optic,105.50,7544,No,Low/Medium,25+ months
4625-XMOYM,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,26.25,1988,No,Low/Medium,25+ months
4670-TABXH,MALE,0,yes,No,72,Two year,Credit card (automatic),Fiber optic,109.75,7758,No,Low/Medium,25+ months
4707-MAXGU,MALE,0,yes,No,72,Two year,Credit card (automatic),No,25.85,1872,No,Low/Medium,25+ months
4718-WXBGI,MALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,91.95,6614,No,Low/Medium,25+ months
4723-BEGSG,MALE,0,yes,No,72,Two year,Credit card (automatic),DSL,86.65,6094,No,Low/Medium,25+ months
4737-AQCPU,MALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,72.10,5016,No,Low/Medium,25+ months
4751-ERMAN,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,75.40,5480,No,Low/Medium,25+ months
4815-YOSUK,MALE,0,yes,Yes,72,One year,Credit card (automatic),Fiber optic,104.90,7537,No,Low/Medium,25+ months
4821-WQOYN,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),No,20.10,1326,No,Low/Medium,25+ months
4822-LPTYJ,MALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,103.75,7346,No,Low/Medium,25+ months
4827-DPADN,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,83.30,6042,No,Low/Medium,25+ months
4829-ZLJTK,FEMALE,1,yes,No,72,Two year,Electronic check,Fiber optic,112.40,8046,No,Low/Medium,25+ months
4836-WNFNO,FEMALE,0,yes,No,72,Two year,Credit card (automatic),No,25.00,1849,No,Low/Medium,25+ months
4900-MSOMT,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,80.20,5714,No,Low/Medium,25+ months
4909-JOUPP,MALE,1,yes,No,72,Two year,Credit card (automatic),Fiber optic,109.70,7898,No,Low/Medium,25+ months
4967-WPNCF,MALE,0,No,No,72,Two year,Bank transfer (automatic),DSL,63.70,4464,No,Low/Medium,25+ months
4992-LTJNE,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,55.30,3983,No,Low/Medium,25+ months
5038-ETMLM,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,113.65,8182,No,Low/Medium,25+ months
5115-GZDEL,MALE,0,No,Yes,72,Two year,Credit card (automatic),DSL,67.20,4671,No,Low/Medium,25+ months
5135-GRQJV,MALE,1,yes,No,72,Two year,Mailed check,Fiber optic,114.50,8331,No,Low/Medium,25+ months
5168-MQQCA,FEMALE,0,yes,No,72,One year,Bank transfer (automatic),Fiber optic,108.50,8003,No,Low/Medium,25+ months
5172-RKOCB,MALE,0,yes,No,72,Two year,Credit card (automatic),Fiber optic,108.95,7875,No,Low/Medium,25+ months
5183-KLYEM,FEMALE,0,No,No,72,Two year,Credit card (automatic),Fiber optic,112.75,8192,No,Low/Medium,25+ months
5214-NLTIT,MALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,90.80,6511,No,Low/Medium,25+ months
5248-RPYWW,FEMALE,1,yes,Yes,72,Two year,Bank transfer (automatic),DSL,90.15,6716,No,Low/Medium,25+ months
5248-YGIJN,MALE,0,yes,No,72,Two year,Credit card (automatic),DSL,90.25,6369,No,Low/Medium,25+ months
5275-PMFUT,MALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,64.80,4719,No,Low/Medium,25+ months
5286-YHCVC,MALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,104.80,7470,No,Low/Medium,25+ months
5296-PSYVW,FEMALE,0,yes,No,72,Two year,Electronic check,No,24.55,1750,No,Low/Medium,25+ months
5304-EFJLP,MALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,111.65,8022,No,Low/Medium,25+ months
5327-XOKKY,MALE,1,yes,No,72,Two year,Credit card (automatic),DSL,73.45,5329,No,Low/Medium,25+ months
5329-KRDTM,MALE,1,yes,No,72,Two year,Credit card (automatic),DSL,77.35,5396,No,Low/Medium,25+ months
5334-AFQJB,MALE,1,No,No,72,Two year,Credit card (automatic),No,25.10,1789,No,Low/Medium,25+ months
5360-XGYAZ,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),DSL,65.65,4664,No,Low/Medium,25+ months
5376-PCKNB,MALE,0,yes,Yes,72,One year,Credit card (automatic),Fiber optic,104.45,7459,No,Low/Medium,25+ months
5456-ITGIC,MALE,1,yes,No,72,Two year,Credit card (automatic),DSL,64.45,4641,No,Low/Medium,25+ months
5451-YHYPW,FEMALE,1,yes,No,72,Two year,Credit card (automatic),Fiber optic,115.75,8443,No,Low/Medium,25+ months
5598-IKHQQ,FEMALE,0,No,No,72,Two year,Credit card (automatic),No,25.45,1866,No,Low/Medium,25+ months
5605-XNWEN,MALE,1,yes,No,72,Two year,Bank transfer (automatic),No,25.00,1802,No,Low/Medium,25+ months
5663-QBGIS,MALE,1,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,98.35,6929,No,Low/Medium,25+ months
5668-MEISB,FEMALE,0,yes,Yes,72,Two year,Credit card (automatic),Fiber optic,106.10,7657,No,Low/Medium,25+ months
5684-FJVYR,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,90.35,6563,No,Low/Medium,25+ months
5727-MYATE,MALE,0,yes,Yes,72,Two year,Credit card (automatic),DSL,90.80,6397,No,Low/Medium,25+ months
5766-FTRTS,MALE,0,yes,No,72,Two year,Mailed check,DSL,84.45,6033,No,Low/Medium,25+ months
5781-BKHOP,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,100.65,7334,No,Low/Medium,25+ months
5787-KXGIY,MALE,0,yes,No,72,Two year,Credit card (automatic),No,19.30,1304,No,Low/Medium,25+ months
5803-NQJZO,MALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,67.80,4804,No,Low/Medium,25+ months
5879-HMFFH,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,88.05,6520,No,Low/Medium,25+ months
5884-FBCTL,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,25.10,1857,No,Low/Medium,25+ months
5893-KCLGT,FEMALE,0,No,Yes,72,Two year,Mailed check,No,19.75,1567,No,Low/Medium,25+ months
5914-XRFQB,MALE,0,yes,No,72,Two year,Bank transfer (automatic),Fiber optic,115.80,8424,No,Low/Medium,25+ months
5954-BDFSG,FEMALE,0,No,No,72,Two year,Credit card (automatic),Fiber optic,107.50,7853,No,Low/Medium,25+ months
5965-GGPRW,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,105.25,7609,No,Low/Medium,25+ months
5968-XQIVE,MALE,0,yes,Yes,72,One year,Electronic check,Fiber optic,89.70,6588,No,Low/Medium,25+ months
5980-BDHPY,MALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,87.10,6230,No,Low/Medium,25+ months
5985-BEHZK,FEMALE,1,yes,No,72,One year,Credit card (automatic),Fiber optic,105.00,7578,No,Low/Medium,25+ months
5997-OPVFA,MALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,89.05,6254,No,Low/Medium,25+ months
6007-TCTST,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,115.80,8476,No,Low/Medium,25+ months
6024-RUGGH,MALE,0,yes,Yes,72,Two year,Bank transfer (automatic),No,25.20,1798,No,Low/Medium,25+ months
6034-ZRYCV,FEMALE,0,yes,No,72,Two year,Electronic check,DSL,54.20,3937,Yes,Low/Medium,25+ months
6087-YPWHO,MALE,0,yes,No,72,Two year,Mailed check,DSL,68.15,4808,No,Low/Medium,25+ months
6115-ZTBFQ,FEMALE,0,yes,No,72,Two year,Bank transfer (automatic),DSL,65.50,4919,No,Low/Medium,25+ months
6166-YIPFO,MALE,0,yes,No,72,Two year,Electronic check,DSL,64.70,4746,No,Low/Medium,25+ months
6176-YJWAS,MALE,0,yes,No,72,Two year,Credit card (automatic),Fiber optic,97.95,7114,No,Low/Medium,25+ months
6181-AXXYF,MALE,0,yes,Yes,72,Two year,Credit card (automatic),No,24.75,1859,No,Low/Medium,25+ months
6234-RAAPL,FEMALE,0,yes,Yes,72,Two year,Bank transfer (automatic),Fiber optic,99.90,7251,No,Low/Medium,25+ months
